channel,store_code,ean,day,quantity
Retail,S003,ST0047_S,2026-02-15,33
Retail,S003,ST0034_L,2026-02-15,13
Retail,S004,ST0045_XL,2026-02-15,17
Retail,S004,ST0029_M,2026-02-15,28
Retail,S004,ST0020_L,2026-02-15,16
Retail,S004,ST0028_L,2026-02-15,31
Retail,S004,ST0007_XL,2026-02-15,8
Retail,S004,ST0004_L,2026-02-15,26
Retail,S004,ST0023_L,2026-02-15,20
Retail,S004,ST0025_M,2026-02-15,19
Retail,S004,ST0001_S,2026-02-15,3
Retail,S004,ST0008_L,2026-02-15,22
Retail,S004,ST0036_XL,2026-02-15,41
Retail,S004,ST0026_XL,2026-02-15,18
Retail,S004,ST0029_L,2026-02-15,3
Retail,S004,ST0039_M,2026-02-15,27
Retail,S004,ST0043_M,2026-02-15,48
Retail,S004,ST0026_M,2026-02-15,34
Retail,S004,ST0013_XL,2026-02-15,43
Retail,S004,ST0034_M,2026-02-15,36
Retail,S004,ST0047_L,2026-02-15,46
Retail,S004,ST0021_XL,2026-02-15,5
Retail,S005,ST0024_M,2026-02-15,36
Retail,S005,ST0018_L,2026-02-15,20
Retail,S005,ST0049_M,2026-02-15,28
Retail,S005,ST0002_S,2026-02-15,36
Retail,S005,ST0032_S,2026-02-15,41
Retail,S005,ST0049_S,2026-02-15,41
Retail,S005,ST0019_XL,2026-02-15,33
Retail,S005,ST0019_L,2026-02-15,9
Retail,S005,ST0038_M,2026-02-15,15
Retail,S005,ST0019_M,2026-02-15,41
Retail,S005,ST0043_M,2026-02-15,26
Retail,S005,ST0032_L,2026-02-15,3
Retail,S005,ST0034_XL,2026-02-15,33
Retail,S005,ST0030_XL,2026-02-15,10
Retail,S005,ST0009_S,2026-02-15,38
Retail,S005,ST0011_S,2026-02-15,24
Retail,S005,ST0037_S,2026-02-15,11
Retail,S005,ST0021_M,2026-02-15,17
Retail,S005,ST0044_S,2026-02-15,36
Retail,S005,ST0025_L,2026-02-15,12
Retail,S006,ST0027_XL,2026-02-15,6
Retail,S006,ST0036_XL,2026-02-15,23
Retail,S006,ST0041_M,2026-02-15,40
Retail,S006,ST0001_M,2026-02-15,20
Retail,S006,ST0015_L,2026-02-15,15
Retail,S006,ST0016_M,2026-02-15,46
Retail,S006,ST0032_XL,2026-02-15,7
Retail,S006,ST0004_L,2026-02-15,45
Retail,S006,ST0043_S,2026-02-15,10
Retail,S006,ST0038_XL,2026-02-15,41
Retail,S006,ST0029_XL,2026-02-15,10
Retail,S006,ST0026_XL,2026-02-15,34
Retail,S006,ST0045_M,2026-02-15,5
Retail,S006,ST0015_XL,2026-02-15,32
Retail,S006,ST0003_S,2026-02-15,0
Retail,S006,ST0001_L,2026-02-15,26
Retail,S006,ST0050_S,2026-02-15,45
Retail,S006,ST0028_L,2026-02-15,27
Retail,S006,ST0049_L,2026-02-15,31
Retail,S006,ST0030_M,2026-02-15,11
Retail,S007,ST0017_M,2026-02-15,34
Retail,S007,ST0047_L,2026-02-15,22
Retail,S007,ST0019_L,2026-02-15,31
Retail,S007,ST0035_L,2026-02-15,13
Retail,S007,ST0015_XL,2026-02-15,32
Retail,S007,ST0032_XL,2026-02-15,4
Retail,S007,ST0019_XL,2026-02-15,34
Retail,S007,ST0002_XL,2026-02-15,40
Retail,S007,ST0006_XL,2026-02-15,21
Retail,S007,ST0028_XL,2026-02-15,3
Retail,S007,ST0041_XL,2026-02-15,8
Retail,S007,ST0009_L,2026-02-15,18
Retail,S007,ST0017_S,2026-02-15,8
Retail,S007,ST0015_M,2026-02-15,15
Retail,S007,ST0026_S,2026-02-15,6
Retail,S007,ST0008_L,2026-02-15,13
Retail,S007,ST0006_L,2026-02-15,39
Retail,S007,ST0043_S,2026-02-15,30
Retail,S007,ST0018_M,2026-02-15,5
Retail,S007,ST0047_S,2026-02-15,45
Retail,S008,ST0006_L,2026-02-15,42
Retail,S008,ST0015_S,2026-02-15,35
Retail,S008,ST0012_XL,2026-02-15,27
Retail,S008,ST0047_XL,2026-02-15,4
Retail,S008,ST0020_XL,2026-02-15,2
Retail,S008,ST0026_XL,2026-02-15,2
Retail,S008,ST0032_L,2026-02-15,22
Retail,S008,ST0018_M,2026-02-15,21
Retail,S008,ST0030_M,2026-02-15,0
Retail,S008,ST0002_M,2026-02-15,35
Retail,S008,ST0011_L,2026-02-15,8
Retail,S008,ST0019_M,2026-02-15,24
Retail,S008,ST0046_S,2026-02-15,48
Retail,S008,ST0026_M,2026-02-15,48
Retail,S008,ST0022_S,2026-02-15,8
Retail,S008,ST0007_S,2026-02-15,46
Retail,S008,ST0014_XL,2026-02-15,48
Retail,S008,ST0042_L,2026-02-15,19
Retail,S008,ST0010_L,2026-02-15,33
Retail,S008,ST0011_XL,2026-02-15,29
Retail,S009,ST0044_S,2026-02-15,37
Retail,S009,ST0029_S,2026-02-15,43
Retail,S009,ST0031_L,2026-02-15,8
Retail,S009,ST0048_S,2026-02-15,12
Retail,S009,ST0038_M,2026-02-15,38
Retail,S009,ST0038_XL,2026-02-15,1
Retail,S009,ST0035_S,2026-02-15,29
Retail,S009,ST0017_L,2026-02-15,0
Retail,S009,ST0036_XL,2026-02-15,6
Retail,S009,ST0042_S,2026-02-15,22
Retail,S009,ST0031_M,2026-02-15,28
Retail,S009,ST0031_S,2026-02-15,42
Retail,S009,ST0024_L,2026-02-15,10
Retail,S009,ST0020_XL,2026-02-15,32
Retail,S009,ST0024_XL,2026-02-15,5
Retail,S009,ST0048_M,2026-02-15,9
Retail,S009,ST0019_M,2026-02-15,19
Retail,S009,ST0011_S,2026-02-15,16
Retail,S009,ST0014_S,2026-02-15,45
Retail,S009,ST0012_S,2026-02-15,10
Retail,S010,ST0046_XL,2026-02-15,15
Retail,S010,ST0044_M,2026-02-15,28
Retail,S010,ST0015_L,2026-02-15,27
Retail,S010,ST0026_XL,2026-02-15,20
Retail,S010,ST0005_XL,2026-02-15,34
Retail,S010,ST0036_M,2026-02-15,6
Retail,S010,ST0013_S,2026-02-15,45
Retail,S010,ST0050_M,2026-02-15,3
Retail,S010,ST0039_M,2026-02-15,35
Retail,S010,ST0027_L,2026-02-15,28
Retail,S010,ST0019_M,2026-02-15,49
Retail,S010,ST0034_L,2026-02-15,9
Retail,S010,ST0043_S,2026-02-15,47
Retail,S010,ST0050_L,2026-02-15,42
Retail,S010,ST0011_XL,2026-02-15,15
Retail,S010,ST0031_S,2026-02-15,33
Retail,S010,ST0011_S,2026-02-15,5
Retail,S010,ST0012_L,2026-02-15,18
Retail,S010,ST0009_M,2026-02-15,5
Retail,S010,ST0044_XL,2026-02-15,3
Retail,S001,ST0047_M,2026-02-16,0
Retail,S001,ST0003_M,2026-02-16,10
Retail,S001,ST0010_S,2026-02-16,46
Retail,S001,ST0041_L,2026-02-16,48
Retail,S001,ST0005_S,2026-02-16,45
Retail,S001,ST0021_M,2026-02-16,11
Retail,S001,ST0006_XL,2026-02-16,11
Retail,S001,ST0018_L,2026-02-16,36
Retail,S001,ST0045_S,2026-02-16,22
Retail,S001,ST0022_S,2026-02-16,33
Retail,S001,ST0036_S,2026-02-16,5
Retail,S001,ST0013_XL,2026-02-16,25
Retail,S001,ST0005_M,2026-02-16,17
Retail,S001,ST0047_L,2026-02-16,41
Retail,S001,ST0024_S,2026-02-16,48
Retail,S001,ST0033_XL,2026-02-16,22
Retail,S001,ST0041_M,2026-02-16,39
Retail,S001,ST0042_XL,2026-02-16,38
Retail,S001,ST0019_M,2026-02-16,7
Retail,S001,ST0034_XL,2026-02-16,23
Retail,S002,ST0038_XL,2026-02-16,36
Retail,S002,ST0022_L,2026-02-16,23
Retail,S002,ST0022_XL,2026-02-16,15
Retail,S002,ST0042_L,2026-02-16,15
Retail,S002,ST0007_S,2026-02-16,15
Retail,S002,ST0020_XL,2026-02-16,48
Retail,S002,ST0025_L,2026-02-16,23
Retail,S002,ST0045_XL,2026-02-16,23
Retail,S002,ST0011_XL,2026-02-16,23
Retail,S002,ST0017_XL,2026-02-16,31
Retail,S002,ST0010_S,2026-02-16,33
Retail,S002,ST0040_XL,2026-02-16,16
Retail,S002,ST0019_L,2026-02-16,41
Retail,S002,ST0009_M,2026-02-16,38
Retail,S002,ST0032_M,2026-02-16,5
Retail,S002,ST0001_M,2026-02-16,30
Retail,S002,ST0019_M,2026-02-16,24
Retail,S002,ST0018_XL,2026-02-16,27
Retail,S002,ST0049_XL,2026-02-16,25
Retail,S002,ST0019_XL,2026-02-16,28
Retail,S003,ST0044_S,2026-02-16,16
Retail,S003,ST0030_M,2026-02-16,41
Retail,S003,ST0031_M,2026-02-16,19
Retail,S003,ST0043_S,2026-02-16,42
Retail,S003,ST0021_M,2026-02-16,44
Retail,S003,ST0025_XL,2026-02-16,34
Retail,S003,ST0027_L,2026-02-16,39
Retail,S003,ST0002_L,2026-02-16,6
Retail,S003,ST0033_M,2026-02-16,9
Retail,S003,ST0046_XL,2026-02-16,47
Retail,S003,ST0022_XL,2026-02-16,3
Retail,S003,ST0004_S,2026-02-16,49
Retail,S003,ST0015_L,2026-02-16,47
Retail,S003,ST0021_XL,2026-02-16,27
Retail,S003,ST0043_L,2026-02-16,22
Retail,S003,ST0041_L,2026-02-16,39
Retail,S003,ST0022_S,2026-02-16,43
Retail,S003,ST0017_L,2026-02-16,4
Retail,S003,ST0028_XL,2026-02-16,28
Retail,S003,ST0007_L,2026-02-16,17
Retail,S004,ST0020_L,2026-02-16,17
Retail,S004,ST0031_L,2026-02-16,33
Retail,S004,ST0034_XL,2026-02-16,8
Retail,S004,ST0008_XL,2026-02-16,36
Retail,S004,ST0001_L,2026-02-16,15
Retail,S004,ST0004_S,2026-02-16,11
Retail,S004,ST0044_S,2026-02-16,0
Retail,S004,ST0050_L,2026-02-16,18
Retail,S004,ST0025_XL,2026-02-16,43
Retail,S004,ST0044_L,2026-02-16,40
Retail,S004,ST0041_M,2026-02-16,1
Retail,S004,ST0046_L,2026-02-16,12
Retail,S004,ST0022_M,2026-02-16,18
Retail,S004,ST0035_XL,2026-02-16,32
Retail,S004,ST0031_S,2026-02-16,16
Retail,S004,ST0029_M,2026-02-16,7
Retail,S004,ST0032_L,2026-02-16,36
Retail,S004,ST0044_M,2026-02-16,24
Retail,S004,ST0042_XL,2026-02-16,40
Retail,S004,ST0011_XL,2026-02-16,18
Retail,S005,ST0038_M,2026-02-16,26
Retail,S005,ST0046_L,2026-02-16,41
Retail,S005,ST0015_XL,2026-02-16,10
Retail,S005,ST0042_M,2026-02-16,49
Retail,S005,ST0035_XL,2026-02-16,31
Retail,S005,ST0012_M,2026-02-16,17
Retail,S005,ST0023_L,2026-02-16,48
Retail,S005,ST0050_L,2026-02-16,14
Retail,S005,ST0046_M,2026-02-16,31
Retail,S005,ST0040_S,2026-02-16,42
Retail,S005,ST0018_M,2026-02-16,35
Retail,S005,ST0011_L,2026-02-16,22
Retail,S005,ST0049_XL,2026-02-16,19
Retail,S005,ST0036_M,2026-02-16,15
Retail,S005,ST0018_XL,2026-02-16,48
Retail,S005,ST0036_S,2026-02-16,41
Retail,S005,ST0002_S,2026-02-16,12
Retail,S005,ST0001_M,2026-02-16,23
Retail,S005,ST0019_XL,2026-02-16,32
Retail,S005,ST0019_M,2026-02-16,23
Retail,S006,ST0016_L,2026-02-16,4
Retail,S006,ST0007_L,2026-02-16,37
Retail,S006,ST0031_S,2026-02-16,21
Retail,S006,ST0014_L,2026-02-16,5
Retail,S006,ST0017_M,2026-02-16,44
Retail,S006,ST0007_S,2026-02-16,33
Retail,S006,ST0037_L,2026-02-16,8
Retail,S006,ST0027_XL,2026-02-16,19
Retail,S006,ST0007_M,2026-02-16,20
Retail,S006,ST0006_S,2026-02-16,10
Retail,S006,ST0019_L,2026-02-16,39
Retail,S006,ST0005_S,2026-02-16,17
Retail,S006,ST0044_L,2026-02-16,35
Retail,S006,ST0034_L,2026-02-16,49
Retail,S006,ST0024_M,2026-02-16,30
Retail,S006,ST0033_XL,2026-02-16,6
Retail,S006,ST0010_XL,2026-02-16,36
Retail,S006,ST0030_M,2026-02-16,26
Retail,S006,ST0023_S,2026-02-16,40
Retail,S006,ST0007_XL,2026-02-16,48
Retail,S007,ST0050_M,2026-02-16,11
Retail,S007,ST0019_XL,2026-02-16,7
Retail,S007,ST0030_L,2026-02-16,48
Retail,S007,ST0042_S,2026-02-16,18
Retail,S007,ST0012_M,2026-02-16,16
Retail,S007,ST0044_M,2026-02-16,23
Retail,S007,ST0007_XL,2026-02-16,30
Retail,S007,ST0038_S,2026-02-16,11
Retail,S007,ST0005_S,2026-02-16,39
Retail,S007,ST0042_M,2026-02-16,46
Retail,S007,ST0044_S,2026-02-16,37
Retail,S007,ST0043_M,2026-02-16,39
Retail,S007,ST0047_S,2026-02-16,44
Retail,S007,ST0035_XL,2026-02-16,48
Retail,S007,ST0018_XL,2026-02-16,28
Retail,S007,ST0015_XL,2026-02-16,28
Retail,S007,ST0008_L,2026-02-16,15
Retail,S007,ST0010_M,2026-02-16,37
Retail,S007,ST0040_XL,2026-02-16,29
Retail,S007,ST0004_S,2026-02-16,38
Retail,S008,ST0036_L,2026-02-16,41
Retail,S008,ST0015_L,2026-02-16,27
Retail,S008,ST0034_L,2026-02-16,19
Retail,S008,ST0009_M,2026-02-16,30
Retail,S008,ST0015_M,2026-02-16,16
Retail,S008,ST0010_M,2026-02-16,32
Retail,S008,ST0006_S,2026-02-16,36
Retail,S008,ST0002_S,2026-02-16,41
Retail,S008,ST0016_XL,2026-02-16,8
Retail,S008,ST0036_S,2026-02-16,4
Retail,S008,ST0031_XL,2026-02-16,47
Retail,S008,ST0020_XL,2026-02-16,1
Retail,S008,ST0017_L,2026-02-16,20
Retail,S008,ST0019_S,2026-02-16,34
Retail,S008,ST0032_S,2026-02-16,33
Retail,S008,ST0016_M,2026-02-16,19
Retail,S008,ST0019_L,2026-02-16,44
Retail,S008,ST0030_L,2026-02-16,22
Retail,S008,ST0045_XL,2026-02-16,32
Retail,S008,ST0009_XL,2026-02-16,44
Retail,S009,ST0007_M,2026-02-16,26
Retail,S009,ST0005_L,2026-02-16,33
Retail,S009,ST0005_S,2026-02-16,8
Retail,S009,ST0008_M,2026-02-16,35
Retail,S009,ST0045_XL,2026-02-16,0
Retail,S009,ST0003_S,2026-02-16,21
Retail,S009,ST0049_S,2026-02-16,32
Retail,S009,ST0016_L,2026-02-16,16
Retail,S009,ST0012_S,2026-02-16,34
Retail,S009,ST0047_L,2026-02-16,43
Retail,S009,ST0036_S,2026-02-16,26
Retail,S009,ST0014_M,2026-02-16,41
Retail,S009,ST0033_L,2026-02-16,9
Retail,S009,ST0002_XL,2026-02-16,17
Retail,S009,ST0046_M,2026-02-16,5
Retail,S009,ST0031_S,2026-02-16,44
Retail,S009,ST0018_L,2026-02-16,3
Retail,S009,ST0023_L,2026-02-16,41
Retail,S009,ST0044_S,2026-02-16,42
Retail,S009,ST0024_S,2026-02-16,7
Retail,S010,ST0014_L,2026-02-16,37
Retail,S010,ST0030_M,2026-02-16,14
Retail,S010,ST0012_XL,2026-02-16,30
Retail,S010,ST0016_XL,2026-02-16,42
Retail,S010,ST0006_XL,2026-02-16,21
Retail,S010,ST0038_M,2026-02-16,45
Retail,S010,ST0035_M,2026-02-16,16
Retail,S010,ST0044_L,2026-02-16,11
Retail,S010,ST0005_S,2026-02-16,30
Retail,S010,ST0032_M,2026-02-16,7
Retail,S010,ST0003_M,2026-02-16,47
Retail,S010,ST0006_M,2026-02-16,26
Retail,S010,ST0034_XL,2026-02-16,42
Retail,S010,ST0042_XL,2026-02-16,28
Retail,S010,ST0026_XL,2026-02-16,44
Retail,S010,ST0035_XL,2026-02-16,45
Retail,S010,ST0029_L,2026-02-16,35
Retail,S010,ST0017_M,2026-02-16,26
Retail,S010,ST0003_XL,2026-02-16,40
Retail,S010,ST0030_L,2026-02-16,12
Retail,S001,ST0038_S,2026-02-17,10
Retail,S001,ST0004_M,2026-02-17,1
Retail,S001,ST0038_L,2026-02-17,0
Retail,S001,ST0045_M,2026-02-17,0
Retail,S001,ST0009_S,2026-02-17,19
Retail,S001,ST0008_L,2026-02-17,30
Retail,S001,ST0022_M,2026-02-17,15
Retail,S001,ST0047_L,2026-02-17,47
Retail,S001,ST0043_M,2026-02-17,38
Retail,S001,ST0045_XL,2026-02-17,36
Retail,S001,ST0046_M,2026-02-17,35
Retail,S001,ST0046_S,2026-02-17,9
Retail,S001,ST0017_L,2026-02-17,38
Retail,S001,ST0021_XL,2026-02-17,30
Retail,S001,ST0013_S,2026-02-17,14
Retail,S001,ST0024_L,2026-02-17,1
Retail,S001,ST0024_S,2026-02-17,26
Retail,S001,ST0013_XL,2026-02-17,23
Retail,S001,ST0007_M,2026-02-17,30
Retail,S001,ST0011_XL,2026-02-17,21
Retail,S002,ST0021_L,2026-02-17,45
Retail,S002,ST0006_XL,2026-02-17,30
Retail,S002,ST0017_XL,2026-02-17,13
Retail,S002,ST0044_M,2026-02-17,11
Retail,S002,ST0047_M,2026-02-17,31
Retail,S002,ST0021_S,2026-02-17,15
Retail,S002,ST0023_XL,2026-02-17,10
Retail,S002,ST0034_S,2026-02-17,1
Retail,S002,ST0042_M,2026-02-17,15
Retail,S002,ST0020_S,2026-02-17,35
Retail,S002,ST0045_XL,2026-02-17,25
Retail,S002,ST0020_L,2026-02-17,6
Retail,S002,ST0016_XL,2026-02-17,49
Retail,S002,ST0005_S,2026-02-17,27
Retail,S002,ST0010_M,2026-02-17,2
Retail,S002,ST0028_S,2026-02-17,5
Retail,S002,ST0006_S,2026-02-17,0
Retail,S002,ST0047_XL,2026-02-17,14
Retail,S002,ST0021_XL,2026-02-17,14
Retail,S002,ST0017_M,2026-02-17,5
Retail,S003,ST0017_S,2026-02-17,35
Retail,S003,ST0011_L,2026-02-17,33
Retail,S003,ST0025_S,2026-02-17,3
Retail,S003,ST0039_L,2026-02-17,41
Retail,S003,ST0020_XL,2026-02-17,38
Retail,S003,ST0045_L,2026-02-17,4
Retail,S003,ST0031_L,2026-02-17,10
Retail,S003,ST0048_L,2026-02-17,2
Retail,S003,ST0012_L,2026-02-17,44
Retail,S003,ST0020_L,2026-02-17,34
Retail,S003,ST0040_M,2026-02-17,13
Retail,S003,ST0038_XL,2026-02-17,36
Retail,S003,ST0043_S,2026-02-17,13
Retail,S003,ST0013_S,2026-02-17,37
Retail,S003,ST0012_XL,2026-02-17,17
Retail,S003,ST0038_M,2026-02-17,14
Retail,S003,ST0003_S,2026-02-17,3
Retail,S003,ST0016_XL,2026-02-17,40
Retail,S003,ST0046_L,2026-02-17,18
Retail,S003,ST0014_M,2026-02-17,48
Retail,S004,ST0022_M,2026-02-17,32
Retail,S004,ST0038_XL,2026-02-17,18
Retail,S004,ST0031_L,2026-02-17,26
Retail,S004,ST0039_L,2026-02-17,41
Retail,S004,ST0012_XL,2026-02-17,15
Retail,S004,ST0009_XL,2026-02-17,17
Retail,S004,ST0037_L,2026-02-17,6
Retail,S004,ST0033_S,2026-02-17,8
Retail,S004,ST0021_S,2026-02-17,41
Retail,S004,ST0035_XL,2026-02-17,21
Retail,S004,ST0003_XL,2026-02-17,27
Retail,S004,ST0020_S,2026-02-17,24
Retail,S004,ST0036_S,2026-02-17,28
Retail,S004,ST0025_S,2026-02-17,0
Retail,S004,ST0046_XL,2026-02-17,30
Retail,S004,ST0013_L,2026-02-17,17
Retail,S004,ST0014_S,2026-02-17,42
Retail,S004,ST0048_M,2026-02-17,8
Retail,S004,ST0038_S,2026-02-17,36
Retail,S004,ST0041_XL,2026-02-17,43
Retail,S005,ST0007_XL,2026-02-17,42
Retail,S005,ST0004_L,2026-02-17,14
Retail,S005,ST0008_S,2026-02-17,25
Retail,S005,ST0015_S,2026-02-17,22
Retail,S005,ST0035_S,2026-02-17,48
Retail,S005,ST0027_L,2026-02-17,41
Retail,S005,ST0020_L,2026-02-17,3
Retail,S005,ST0026_XL,2026-02-17,22
Retail,S005,ST0042_XL,2026-02-17,26
Retail,S005,ST0017_XL,2026-02-17,3
Retail,S005,ST0012_M,2026-02-17,22
Retail,S005,ST0036_M,2026-02-17,21
Retail,S005,ST0002_S,2026-02-17,41
Retail,S005,ST0028_S,2026-02-17,40
Retail,S005,ST0005_S,2026-02-17,23
Retail,S005,ST0028_L,2026-02-17,20
Retail,S005,ST0027_S,2026-02-17,7
Retail,S005,ST0009_L,2026-02-17,35
Retail,S005,ST0039_S,2026-02-17,15
Retail,S005,ST0037_L,2026-02-17,37
Retail,S006,ST0033_L,2026-02-17,32
Retail,S006,ST0039_XL,2026-02-17,20
Retail,S006,ST0030_XL,2026-02-17,26
Retail,S006,ST0004_M,2026-02-17,18
Retail,S006,ST0036_L,2026-02-17,9
Retail,S006,ST0027_XL,2026-02-17,14
Retail,S006,ST0016_S,2026-02-17,29
Retail,S006,ST0007_S,2026-02-17,13
Retail,S006,ST0028_S,2026-02-17,6
Retail,S006,ST0046_L,2026-02-17,28
Retail,S006,ST0024_S,2026-02-17,47
Retail,S006,ST0037_L,2026-02-17,46
Retail,S006,ST0005_L,2026-02-17,17
Retail,S006,ST0021_L,2026-02-17,2
Retail,S006,ST0032_XL,2026-02-17,9
Retail,S006,ST0026_M,2026-02-17,4
Retail,S006,ST0038_L,2026-02-17,4
Retail,S006,ST0044_XL,2026-02-17,25
Retail,S006,ST0020_S,2026-02-17,35
Retail,S006,ST0036_M,2026-02-17,25
Retail,S007,ST0001_L,2026-02-17,27
Retail,S007,ST0016_L,2026-02-17,47
Retail,S007,ST0049_M,2026-02-17,49
Retail,S007,ST0020_XL,2026-02-17,41
Retail,S007,ST0012_L,2026-02-17,42
Retail,S007,ST0019_S,2026-02-17,32
Retail,S007,ST0043_XL,2026-02-17,35
Retail,S007,ST0050_M,2026-02-17,33
Retail,S007,ST0012_S,2026-02-17,35
Retail,S007,ST0027_XL,2026-02-17,45
Retail,S007,ST0006_S,2026-02-17,28
Retail,S007,ST0033_XL,2026-02-17,9
Retail,S007,ST0023_M,2026-02-17,10
Retail,S007,ST0013_S,2026-02-17,5
Retail,S007,ST0038_M,2026-02-17,9
Retail,S007,ST0012_XL,2026-02-17,12
Retail,S007,ST0025_S,2026-02-17,34
Retail,S007,ST0007_S,2026-02-17,2
Retail,S007,ST0021_XL,2026-02-17,29
Retail,S007,ST0024_M,2026-02-17,26
Retail,S008,ST0022_M,2026-02-17,43
Retail,S008,ST0004_M,2026-02-17,22
Retail,S008,ST0017_XL,2026-02-17,46
Retail,S008,ST0010_M,2026-02-17,46
Retail,S008,ST0014_M,2026-02-17,31
Retail,S008,ST0008_XL,2026-02-17,44
Retail,S008,ST0011_S,2026-02-17,36
Retail,S008,ST0050_M,2026-02-17,34
Retail,S008,ST0030_M,2026-02-17,11
Retail,S008,ST0042_XL,2026-02-17,15
Retail,S008,ST0004_XL,2026-02-17,4
Retail,S008,ST0015_XL,2026-02-17,4
Retail,S008,ST0049_L,2026-02-17,47
Retail,S008,ST0018_XL,2026-02-17,31
Retail,S008,ST0002_S,2026-02-17,10
Retail,S008,ST0048_XL,2026-02-17,48
Retail,S008,ST0017_S,2026-02-17,11
Retail,S008,ST0033_S,2026-02-17,26
Retail,S008,ST0040_M,2026-02-17,49
Retail,S008,ST0019_XL,2026-02-17,34
Retail,S009,ST0025_S,2026-02-17,41
Retail,S009,ST0005_L,2026-02-17,10
Retail,S009,ST0041_M,2026-02-17,30
Retail,S009,ST0049_XL,2026-02-17,7
Retail,S009,ST0013_XL,2026-02-17,28
Retail,S009,ST0009_S,2026-02-17,17
Retail,S009,ST0038_L,2026-02-17,35
Retail,S009,ST0016_S,2026-02-17,39
Retail,S009,ST0032_L,2026-02-17,23
Retail,S009,ST0015_L,2026-02-17,38
Retail,S009,ST0011_L,2026-02-17,30
Retail,S009,ST0007_M,2026-02-17,35
Retail,S009,ST0006_S,2026-02-17,3
Retail,S009,ST0016_XL,2026-02-17,41
Retail,S009,ST0026_S,2026-02-17,40
Retail,S009,ST0047_XL,2026-02-17,4
Retail,S009,ST0022_M,2026-02-17,31
Retail,S009,ST0048_S,2026-02-17,34
Retail,S009,ST0005_M,2026-02-17,11
Retail,S009,ST0012_S,2026-02-17,39
Retail,S010,ST0007_S,2026-02-17,1
Retail,S010,ST0050_M,2026-02-17,40
Retail,S010,ST0044_S,2026-02-17,11
Retail,S010,ST0042_XL,2026-02-17,34
Retail,S010,ST0031_M,2026-02-17,12
Retail,S010,ST0046_S,2026-02-17,0
Retail,S010,ST0001_XL,2026-02-17,32
Retail,S010,ST0034_L,2026-02-17,3
Retail,S010,ST0033_S,2026-02-17,7
Retail,S010,ST0037_S,2026-02-17,8
Retail,S010,ST0043_L,2026-02-17,6
Retail,S010,ST0029_M,2026-02-17,16
Retail,S010,ST0024_S,2026-02-17,42
Retail,S010,ST0041_XL,2026-02-17,2
Retail,S010,ST0038_M,2026-02-17,26
Retail,S010,ST0015_S,2026-02-17,15
Retail,S010,ST0029_S,2026-02-17,21
Retail,S010,ST0031_L,2026-02-17,19
Retail,S010,ST0039_XL,2026-02-17,28
Retail,S010,ST0008_M,2026-02-17,30
Retail,S001,ST0035_M,2026-02-18,34
Retail,S001,ST0014_S,2026-02-18,27
Retail,S001,ST0026_L,2026-02-18,16
Retail,S001,ST0004_XL,2026-02-18,28
Retail,S001,ST0027_L,2026-02-18,25
Retail,S001,ST0043_S,2026-02-18,24
Retail,S001,ST0021_XL,2026-02-18,0
Retail,S001,ST0015_L,2026-02-18,2
Retail,S001,ST0027_XL,2026-02-18,10
Retail,S001,ST0025_L,2026-02-18,17
Retail,S001,ST0002_L,2026-02-18,45
Retail,S001,ST0036_L,2026-02-18,18
Retail,S001,ST0047_XL,2026-02-18,31
Retail,S001,ST0028_XL,2026-02-18,32
Retail,S001,ST0038_S,2026-02-18,29
Retail,S001,ST0026_S,2026-02-18,5
Retail,S001,ST0008_L,2026-02-18,5
Retail,S001,ST0020_XL,2026-02-18,16
Retail,S001,ST0002_M,2026-02-18,1
Retail,S001,ST0020_M,2026-02-18,9
Retail,S002,ST0045_M,2026-02-18,8
Retail,S002,ST0039_L,2026-02-18,34
Retail,S002,ST0015_M,2026-02-18,16
Retail,S002,ST0035_L,2026-02-18,6
Retail,S002,ST0040_S,2026-02-18,40
Retail,S002,ST0021_S,2026-02-18,13
Retail,S002,ST0047_M,2026-02-18,26
Retail,S002,ST0050_XL,2026-02-18,45
Retail,S002,ST0019_M,2026-02-18,20
Retail,S002,ST0040_XL,2026-02-18,2
Retail,S002,ST0020_XL,2026-02-18,10
Retail,S002,ST0032_L,2026-02-18,8
Retail,S002,ST0046_XL,2026-02-18,1
Retail,S002,ST0011_M,2026-02-18,23
Retail,S002,ST0047_L,2026-02-18,23
Retail,S002,ST0023_M,2026-02-18,33
Retail,S002,ST0049_M,2026-02-18,13
Retail,S002,ST0013_XL,2026-02-18,0
Retail,S002,ST0027_L,2026-02-18,28
Retail,S002,ST0009_L,2026-02-18,4
Retail,S003,ST0039_S,2026-02-18,43
Retail,S003,ST0029_S,2026-02-18,39
Retail,S003,ST0021_XL,2026-02-18,35
Retail,S003,ST0027_S,2026-02-18,33
Retail,S003,ST0005_XL,2026-02-18,30
Retail,S003,ST0022_S,2026-02-18,12
Retail,S003,ST0017_M,2026-02-18,8
Retail,S003,ST0024_S,2026-02-18,2
Retail,S003,ST0008_S,2026-02-18,17
Retail,S003,ST0032_XL,2026-02-18,26
Retail,S003,ST0009_S,2026-02-18,17
Retail,S003,ST0034_L,2026-02-18,15
Retail,S003,ST0042_S,2026-02-18,45
Retail,S003,ST0044_M,2026-02-18,44
Retail,S003,ST0029_L,2026-02-18,3
Retail,S003,ST0040_S,2026-02-18,29
Retail,S003,ST0036_S,2026-02-18,5
Retail,S003,ST0046_M,2026-02-18,31
Retail,S003,ST0016_L,2026-02-18,37
