channel,store_code,sku,day,online,quantity,discount_value,revenue
Retail,S009,ST0016_XL,2026-02-05,No,4,0,6180
Retail,S009,ST0046_S,2026-02-05,No,1,0,4545
Retail,S009,ST0019_S,2026-02-05,No,2,0,2630
Retail,S009,ST0038_S,2026-02-05,No,1,0,4864
Retail,S009,ST0050_L,2026-02-05,No,3,0,4545
Retail,S009,ST0002_S,2026-02-05,No,1,0,2486
Retail,S009,ST0009_XL,2026-02-05,No,1,0,2148
Retail,S009,ST0023_XL,2026-02-05,No,1,0,2800
Retail,S009,ST0042_L,2026-02-05,No,3,0,10047
Retail,S009,ST0003_L,2026-02-05,No,1,0,988
Retail,S009,ST0029_XL,2026-02-05,No,2,0,6612
Retail,S010,ST0049_XL,2026-02-05,No,3,0,8967
Retail,S010,ST0017_L,2026-02-05,No,3,0,3186
Retail,S010,ST0003_XL,2026-02-05,No,1,0,3476
Retail,S010,ST0013_L,2026-02-05,No,2,0,2912
Retail,S010,ST0044_XL,2026-02-05,No,1,0,4749
Retail,S010,ST0021_XL,2026-02-05,No,2,0,7840
Retail,S010,ST0002_L,2026-02-05,No,2,0,7438
Retail,S010,ST0015_S,2026-02-05,No,1,0,2027
Retail,S010,ST0006_XL,2026-02-05,No,1,0,4223
Retail,S010,ST0014_XL,2026-02-05,No,4,0,17948
Retail,S010,ST0040_XL,2026-02-05,No,1,0,3338
Retail,S010,ST0009_XL,2026-02-05,No,2,0,4296
Retail,S010,ST0027_L,2026-02-05,No,2,0,4372
Retail,S010,ST0029_XL,2026-02-05,No,3,0,9918
Retail,S010,ST0016_L,2026-02-05,No,3,0,11838
Retail,S010,ST0018_L,2026-02-05,No,1,0,1459
Retail,S010,ST0047_L,2026-02-05,No,1,0,2765
Retail,S010,ST0031_M,2026-02-05,No,2,0,9262
Retail,S010,ST0004_XL,2026-02-05,No,3,0,6906
Retail,S001,ST0017_L,2026-02-06,No,3,0,3186
Retail,S001,ST0011_XL,2026-02-06,No,2,0,5400
Retail,S001,ST0042_M,2026-02-06,No,1,0,1012
Retail,S001,ST0047_L,2026-02-06,No,2,0,5530
Retail,S001,ST0048_M,2026-02-06,No,2,0,4514
Retail,S001,ST0002_S,2026-02-06,No,3,0,7458
Retail,S001,ST0041_M,2026-02-06,No,2,0,4862
Retail,S001,ST0043_L,2026-02-06,No,2,0,9140
Retail,S001,ST0022_XL,2026-02-06,No,2,0,7340
Retail,S001,ST0045_M,2026-02-06,No,4,0,16024
Retail,S001,ST0034_L,2026-02-06,No,4,0,17076
Retail,S001,ST0019_XL,2026-02-06,No,1,0,1743
Retail,S001,ST0004_S,2026-02-06,No,3,0,7377
Retail,S001,ST0041_XL,2026-02-06,No,3,0,6492
Retail,S002,ST0027_XL,2026-02-06,No,2,0,7018
Retail,S002,ST0019_XL,2026-02-06,No,1,0,1743
Retail,S002,ST0009_M,2026-02-06,No,1,0,2196
Retail,S002,ST0012_S,2026-02-06,No,2,0,6922
Retail,S002,ST0018_L,2026-02-06,No,4,0,5836
Retail,S002,ST0042_XL,2026-02-06,No,4,0,4236
Retail,S002,ST0002_XL,2026-02-06,No,2,0,6822
Retail,S002,ST0019_L,2026-02-06,No,1,0,516
Retail,S002,ST0039_L,2026-02-06,No,2,0,2660
Retail,S002,ST0047_L,2026-02-06,No,3,0,8295
Retail,S002,ST0049_XL,2026-02-06,No,1,0,2989
Retail,S002,ST0040_S,2026-02-06,No,1,0,1869
Retail,S002,ST0033_M,2026-02-06,No,4,0,13096
Retail,S002,ST0015_L,2026-02-06,No,3,0,14988
Retail,S003,ST0049_M,2026-02-06,No,4,0,15004
Retail,S003,ST0013_M,2026-02-06,No,2,0,8582
Retail,S003,ST0035_XL,2026-02-06,No,1,0,4354
Retail,S003,ST0043_S,2026-02-06,No,1,0,4172
Retail,S003,ST0027_L,2026-02-06,No,1,0,2186
Retail,S003,ST0010_S,2026-02-06,No,1,0,1945
Retail,S003,ST0044_M,2026-02-06,No,4,0,11176
Retail,S003,ST0021_M,2026-02-06,No,4,0,6240
Retail,S003,ST0041_L,2026-02-06,No,3,0,4536
Retail,S003,ST0029_XL,2026-02-06,No,2,0,6612
Retail,S003,ST0006_XL,2026-02-06,No,4,0,16892
Retail,S003,ST0004_L,2026-02-06,No,4,0,13676
Retail,S003,ST0028_S,2026-02-06,No,2,0,1308
Retail,S003,ST0023_L,2026-02-06,No,2,0,1380
Retail,S003,ST0010_L,2026-02-06,No,4,0,17692
Retail,S003,ST0030_M,2026-02-06,No,1,0,2341
Retail,S003,ST0016_L,2026-02-06,No,3,0,11838
Retail,S004,ST0025_XL,2026-02-06,No,4,0,9264
Retail,S004,ST0024_XL,2026-02-06,No,4,0,15308
Retail,S004,ST0010_XL,2026-02-06,No,2,0,1506
Retail,S004,ST0023_M,2026-02-06,No,2,0,3278
Retail,S004,ST0020_XL,2026-02-06,No,2,0,7888
Retail,S004,ST0011_L,2026-02-06,No,2,0,1196
Retail,S004,ST0029_XL,2026-02-06,No,1,0,3306
Retail,S004,ST0007_XL,2026-02-06,No,4,0,14680
Retail,S004,ST0029_L,2026-02-06,No,1,0,4841
Retail,S004,ST0005_M,2026-02-06,No,4,0,15476
Retail,S004,ST0034_M,2026-02-06,No,3,0,12708
Retail,S004,ST0036_S,2026-02-06,No,3,0,8973
Retail,S004,ST0030_S,2026-02-06,No,4,0,4148
Retail,S005,ST0003_M,2026-02-06,No,4,0,9372
Retail,S005,ST0031_S,2026-02-06,No,1,0,3450
Retail,S005,ST0049_L,2026-02-06,No,1,0,4230
Retail,S005,ST0045_S,2026-02-06,No,3,0,6537
Retail,S005,ST0016_L,2026-02-06,No,1,0,3946
Retail,S005,ST0042_L,2026-02-06,No,3,0,10047
Retail,S005,ST0006_S,2026-02-06,No,4,0,6064
Retail,S005,ST0020_S,2026-02-06,No,1,0,2705
Retail,S005,ST0019_XL,2026-02-06,No,2,0,3486
Retail,S005,ST0009_M,2026-02-06,No,4,0,8784
Retail,S005,ST0038_S,2026-02-06,No,3,0,14592
Retail,S005,ST0028_L,2026-02-06,No,4,0,7636
Retail,S005,ST0030_M,2026-02-06,No,2,0,4682
Retail,S005,ST0011_XL,2026-02-06,No,3,0,8100
Retail,S005,ST0037_XL,2026-02-06,No,3,0,13926
Retail,S006,ST0023_M,2026-02-06,No,3,0,4917
Retail,S006,ST0009_S,2026-02-06,No,1,0,3691
Retail,S006,ST0021_M,2026-02-06,No,4,0,6240
Retail,S006,ST0042_L,2026-02-06,No,2,0,6698
Retail,S006,ST0050_M,2026-02-06,No,1,0,3316
Retail,S006,ST0017_S,2026-02-06,No,2,0,4386
Retail,S006,ST0033_L,2026-02-06,No,4,0,9928
Retail,S006,ST0044_M,2026-02-06,No,1,0,2794
Retail,S006,ST0043_S,2026-02-06,No,2,0,8344
Retail,S006,ST0004_M,2026-02-06,No,2,0,5770
Retail,S006,ST0014_M,2026-02-06,No,2,0,9986
Retail,S006,ST0030_XL,2026-02-06,No,3,0,3072
Retail,S006,ST0034_M,2026-02-06,No,1,0,4236
Retail,S006,ST0047_XL,2026-02-06,No,3,0,8937
Retail,S006,ST0019_L,2026-02-06,No,1,0,516
Retail,S007,ST0011_S,2026-02-06,No,4,0,14732
Retail,S007,ST0001_S,2026-02-06,No,4,0,9176
Retail,S007,ST0006_M,2026-02-06,No,1,0,4143
Retail,S007,ST0042_L,2026-02-06,No,2,0,6698
Retail,S007,ST0019_L,2026-02-06,No,3,0,1548
Retail,S007,ST0004_L,2026-02-06,No,4,0,13676
Retail,S007,ST0018_S,2026-02-06,No,3,0,11562
Retail,S007,ST0021_L,2026-02-06,No,1,0,2827
Retail,S007,ST0004_M,2026-02-06,No,4,0,11540
Retail,S007,ST0003_M,2026-02-06,No,2,0,4686
Retail,S007,ST0042_S,2026-02-06,No,2,0,3162
Retail,S007,ST0035_L,2026-02-06,No,1,0,2215
Retail,S007,ST0005_S,2026-02-06,No,3,0,13683
Retail,S007,ST0007_XL,2026-02-06,No,2,0,7340
Retail,S007,ST0002_S,2026-02-06,No,2,0,4972
Retail,S008,ST0045_XL,2026-02-06,No,1,0,3856
Retail,S008,ST0050_S,2026-02-06,No,2,0,4262
Retail,S008,ST0019_S,2026-02-06,No,1,0,1315
Retail,S008,ST0029_S,2026-02-06,No,3,0,3852
Retail,S008,ST0027_L,2026-02-06,No,3,0,6558
Retail,S008,ST0020_L,2026-02-06,No,2,0,3138
Retail,S008,ST0036_S,2026-02-06,No,2,0,5982
Retail,S008,ST0016_L,2026-02-06,No,4,0,15784
Retail,S008,ST0037_XL,2026-02-06,No,3,0,13926
Retail,S008,ST0050_XL,2026-02-06,No,3,0,5544
Retail,S008,ST0034_XL,2026-02-06,No,1,0,1074
Retail,S008,ST0046_S,2026-02-06,No,2,0,9090
Retail,S008,ST0044_M,2026-02-06,No,1,0,2794
Retail,S008,ST0047_L,2026-02-06,No,3,0,8295
Retail,S008,ST0010_M,2026-02-06,No,2,0,9398
Retail,S009,ST0036_M,2026-02-06,No,3,0,9480
Retail,S009,ST0001_L,2026-02-06,No,1,0,3311
Retail,S009,ST0030_S,2026-02-06,No,3,0,3111
Retail,S009,ST0030_M,2026-02-06,No,1,0,2341
Retail,S009,ST0048_L,2026-02-06,No,1,0,4952
Retail,S009,ST0039_M,2026-02-06,No,3,0,1857
Retail,S009,ST0017_L,2026-02-06,No,1,0,1062
Retail,S009,ST0013_S,2026-02-06,No,3,0,11202
Retail,S009,ST0007_S,2026-02-06,No,4,0,14432
Retail,S009,ST0044_L,2026-02-06,No,3,0,10941
Retail,S009,ST0026_XL,2026-02-06,No,4,0,17452
Retail,S009,ST0022_S,2026-02-06,No,4,0,3204
Retail,S009,ST0037_L,2026-02-06,No,1,0,1491
Retail,S009,ST0046_S,2026-02-06,No,4,0,18180
Retail,S009,ST0018_XL,2026-02-06,No,4,0,14268
Retail,S009,ST0026_L,2026-02-06,No,1,0,3233
Retail,S009,ST0041_M,2026-02-06,No,2,0,4862
Retail,S009,ST0007_XL,2026-02-06,No,3,0,11010
Retail,S009,ST0002_XL,2026-02-06,No,4,0,13644
Retail,S010,ST0003_S,2026-02-06,No,3,0,6702
Retail,S010,ST0012_L,2026-02-06,No,4,0,17108
Retail,S010,ST0033_XL,2026-02-06,No,2,0,2706
Retail,S010,ST0025_M,2026-02-06,No,2,0,1254
Retail,S010,ST0028_L,2026-02-06,No,2,0,3818
Retail,S010,ST0049_XL,2026-02-06,No,4,0,11956
Retail,S010,ST0010_L,2026-02-06,No,2,0,8846
Retail,S010,ST0050_M,2026-02-06,No,2,0,6632
Retail,S010,ST0046_M,2026-02-06,No,3,0,5229
Retail,S010,ST0027_S,2026-02-06,No,3,0,13542
Retail,S010,ST0049_M,2026-02-06,No,2,0,7502
Retail,S010,ST0041_L,2026-02-06,No,3,0,4536
Retail,S010,ST0016_M,2026-02-06,No,3,0,4362
Retail,S010,ST0023_XL,2026-02-06,No,4,0,11200
Retail,S010,ST0030_S,2026-02-06,No,1,0,1037
Retail,S001,ST0009_L,2026-02-07,No,3,0,13473
Retail,S001,ST0013_XL,2026-02-07,No,2,0,9134
Retail,S001,ST0042_XL,2026-02-07,No,2,0,2118
Retail,S001,ST0004_M,2026-02-07,No,4,0,11540
Retail,S001,ST0026_S,2026-02-07,No,4,0,4276
Retail,S001,ST0010_L,2026-02-07,No,1,0,4423
Retail,S001,ST0043_L,2026-02-07,No,2,0,9140
Retail,S001,ST0040_XL,2026-02-07,No,3,0,10014
Retail,S001,ST0022_XL,2026-02-07,No,2,0,7340
Retail,S001,ST0036_S,2026-02-07,No,1,0,2991
Retail,S001,ST0035_M,2026-02-07,No,4,0,6592
Retail,S001,ST0024_XL,2026-02-07,No,4,0,15308
Retail,S001,ST0044_L,2026-02-07,No,3,0,10941
Retail,S001,ST0026_XL,2026-02-07,No,2,0,8726
Retail,S002,ST0009_S,2026-02-07,No,1,0,3691
Retail,S002,ST0041_M,2026-02-07,No,3,0,7293
Retail,S002,ST0031_S,2026-02-07,No,3,0,10350
Retail,S002,ST0027_S,2026-02-07,No,3,0,13542
Retail,S002,ST0023_XL,2026-02-07,No,2,0,5600
Retail,S002,ST0029_M,2026-02-07,No,4,0,14700
Retail,S002,ST0038_L,2026-02-07,No,2,0,2270
Retail,S002,ST0009_M,2026-02-07,No,1,0,2196
Retail,S002,ST0023_L,2026-02-07,No,3,0,2070
Retail,S002,ST0046_S,2026-02-07,No,2,0,9090
Retail,S002,ST0044_L,2026-02-07,No,3,0,10941
Retail,S002,ST0026_M,2026-02-07,No,2,0,4790
Retail,S002,ST0039_XL,2026-02-07,No,3,0,12525
Retail,S002,ST0030_S,2026-02-07,No,1,0,1037
Retail,S002,ST0005_L,2026-02-07,No,1,0,762
Retail,S002,ST0018_M,2026-02-07,No,4,0,2900
Retail,S003,ST0038_S,2026-02-07,No,1,0,4864
Retail,S003,ST0047_S,2026-02-07,No,1,0,3559
Retail,S003,ST0028_M,2026-02-07,No,4,0,12148
Retail,S003,ST0045_S,2026-02-07,No,3,0,6537
Retail,S003,ST0043_L,2026-02-07,No,3,0,13710
Retail,S003,ST0008_S,2026-02-07,No,1,0,2182
Retail,S003,ST0037_L,2026-02-07,No,2,0,2982
Retail,S003,ST0014_L,2026-02-07,No,4,0,7200
Retail,S003,ST0041_L,2026-02-07,No,1,0,1512
Retail,S003,ST0021_M,2026-02-07,No,1,0,1560
Retail,S003,ST0005_S,2026-02-07,No,1,0,4561
Retail,S003,ST0048_M,2026-02-07,No,2,0,4514
Retail,S003,ST0049_L,2026-02-07,No,4,0,16920
Retail,S003,ST0044_S,2026-02-07,No,4,0,4320
Retail,S004,ST0003_XL,2026-02-07,No,3,0,10428
Retail,S004,ST0040_M,2026-02-07,No,4,0,4960
Retail,S004,ST0041_L,2026-02-07,No,3,0,4536
Retail,S004,ST0017_S,2026-02-07,No,4,0,8772
Retail,S004,ST0040_L,2026-02-07,No,2,0,1232
Retail,S004,ST0039_S,2026-02-07,No,1,0,2182
Retail,S004,ST0021_L,2026-02-07,No,2,0,5654
Retail,S004,ST0044_S,2026-02-07,No,3,0,3240
Retail,S004,ST0020_M,2026-02-07,No,2,0,6048
Retail,S004,ST0016_L,2026-02-07,No,1,0,3946
Retail,S004,ST0044_XL,2026-02-07,No,1,0,4749
Retail,S004,ST0050_M,2026-02-07,No,4,0,13264
Retail,S004,ST0015_S,2026-02-07,No,2,0,4054
Retail,S004,ST0006_S,2026-02-07,No,3,0,4548
Retail,S004,ST0017_M,2026-02-07,No,1,0,3936
Retail,S004,ST0046_M,2026-02-07,No,4,0,6972
Retail,S004,ST0026_XL,2026-02-07,No,4,0,17452
Retail,S005,ST0007_L,2026-02-07,No,2,0,5112
Retail,S005,ST0048_L,2026-02-07,No,2,0,9904
Retail,S005,ST0035_M,2026-02-07,No,2,0,3296
Retail,S005,ST0034_M,2026-02-07,No,3,0,12708
Retail,S005,ST0003_S,2026-02-07,No,4,0,8936
Retail,S005,ST0048_M,2026-02-07,No,3,0,6771
Retail,S005,ST0014_S,2026-02-07,No,1,0,660
Retail,S005,ST0009_S,2026-02-07,No,3,0,11073
Retail,S005,ST0036_S,2026-02-07,No,4,0,11964
Retail,S005,ST0008_M,2026-02-07,No,2,0,5510
Retail,S005,ST0030_XL,2026-02-07,No,3,0,3072
Retail,S005,ST0012_L,2026-02-07,No,2,0,8554
Retail,S005,ST0013_L,2026-02-07,No,2,0,2912
Retail,S005,ST0041_M,2026-02-07,No,2,0,4862
Retail,S005,ST0008_L,2026-02-07,No,4,0,6616
Retail,S005,ST0049_S,2026-02-07,No,2,0,6698
Retail,S005,ST0039_S,2026-02-07,No,4,0,8728
Retail,S006,ST0024_M,2026-02-07,No,2,0,6950
Retail,S006,ST0009_M,2026-02-07,No,3,0,6588
Retail,S006,ST0033_L,2026-02-07,No,3,0,7446
Retail,S006,ST0012_S,2026-02-07,No,3,0,10383
Retail,S006,ST0008_L,2026-02-07,No,2,0,3308
Retail,S006,ST0037_L,2026-02-07,No,4,0,5964
Retail,S006,ST0028_XL,2026-02-07,No,4,0,18228
Retail,S006,ST0010_M,2026-02-07,No,1,0,4699
Retail,S006,ST0046_XL,2026-02-07,No,4,0,10564
Retail,S006,ST0021_S,2026-02-07,No,4,0,12260
Retail,S006,ST0040_M,2026-02-07,No,3,0,3720
Retail,S006,ST0047_XL,2026-02-07,No,1,0,2979
Retail,S006,ST0019_S,2026-02-07,No,4,0,5260
Retail,S007,ST0003_L,2026-02-07,No,3,0,2964
Retail,S007,ST0029_L,2026-02-07,No,3,0,14523
Retail,S007,ST0016_L,2026-02-07,No,4,0,15784
Retail,S007,ST0026_S,2026-02-07,No,1,0,1069
Retail,S007,ST0017_L,2026-02-07,No,2,0,2124
Retail,S007,ST0044_L,2026-02-07,No,4,0,14588
Retail,S007,ST0042_XL,2026-02-07,No,1,0,1059
Retail,S007,ST0038_XL,2026-02-07,No,4,0,8772
Retail,S007,ST0050_M,2026-02-07,No,2,0,6632
Retail,S007,ST0012_S,2026-02-07,No,4,0,13844
Retail,S007,ST0017_M,2026-02-07,No,3,0,11808
Retail,S008,ST0029_M,2026-02-07,No,2,0,7350
Retail,S008,ST0046_S,2026-02-07,No,4,0,18180
Retail,S008,ST0016_M,2026-02-07,No,3,0,4362
Retail,S008,ST0020_S,2026-02-07,No,1,0,2705
Retail,S008,ST0047_S,2026-02-07,No,3,0,10677
Retail,S008,ST0025_S,2026-02-07,No,1,0,3894
Retail,S008,ST0001_XL,2026-02-07,No,3,0,5607
Retail,S008,ST0027_S,2026-02-07,No,2,0,9028
Retail,S008,ST0031_L,2026-02-07,No,4,0,18460
Retail,S008,ST0042_M,2026-02-07,No,2,0,2024
Retail,S008,ST0050_XL,2026-02-07,No,2,0,3696
Retail,S008,ST0002_XL,2026-02-07,No,3,0,10233
Retail,S008,ST0010_S,2026-02-07,No,3,0,5835
Retail,S008,ST0045_S,2026-02-07,No,2,0,4358
Retail,S008,ST0015_XL,2026-02-07,No,2,0,7208
Retail,S009,ST0005_XL,2026-02-07,No,4,0,4492
Retail,S009,ST0032_XL,2026-02-07,No,4,0,5884
Retail,S009,ST0045_S,2026-02-07,No,4,0,8716
Retail,S009,ST0007_XL,2026-02-07,No,1,0,3670
Retail,S009,ST0046_S,2026-02-07,No,1,0,4545
Retail,S009,ST0040_XL,2026-02-07,No,4,0,13352
Retail,S009,ST0039_M,2026-02-07,No,3,0,1857
Retail,S009,ST0049_M,2026-02-07,No,2,0,7502
Retail,S009,ST0009_XL,2026-02-07,No,2,0,4296
Retail,S009,ST0034_M,2026-02-07,No,3,0,12708
Retail,S009,ST0012_S,2026-02-07,No,1,0,3461
Retail,S009,ST0033_S,2026-02-07,No,1,0,1666
Retail,S009,ST0027_L,2026-02-07,No,4,0,8744
Retail,S009,ST0022_L,2026-02-07,No,1,0,1106
Retail,S010,ST0013_S,2026-02-07,No,2,0,7468
Retail,S010,ST0034_S,2026-02-07,No,1,0,4646
Retail,S010,ST0034_M,2026-02-07,No,1,0,4236
Retail,S010,ST0019_S,2026-02-07,No,2,0,2630
Retail,S010,ST0039_M,2026-02-07,No,4,0,2476
Retail,S010,ST0039_S,2026-02-07,No,4,0,8728
Retail,S010,ST0009_S,2026-02-07,No,2,0,7382
Retail,S010,ST0008_L,2026-02-07,No,2,0,3308
Retail,S010,ST0038_M,2026-02-07,No,1,0,4965
Retail,S010,ST0003_L,2026-02-07,No,4,0,3952
Retail,S010,ST0019_L,2026-02-07,No,2,0,1032
Retail,S010,ST0011_S,2026-02-07,No,2,0,7366
Retail,S010,ST0002_XL,2026-02-07,No,3,0,10233
Retail,S010,ST0006_M,2026-02-07,No,4,0,16572
Retail,S010,ST0022_XL,2026-02-07,No,3,0,11010
Retail,S010,ST0012_S,2026-02-07,No,4,0,13844
Retail,S001,ST0015_XL,2026-02-08,No,2,0,7208
Retail,S001,ST0003_L,2026-02-08,No,3,0,2964
Retail,S001,ST0016_M,2026-02-08,No,2,0,2908
Retail,S001,ST0008_S,2026-02-08,No,2,0,4364
Retail,S001,ST0047_M,2026-02-08,No,3,0,10377
Retail,S001,ST0043_S,2026-02-08,No,4,0,16688
Retail,S001,ST0024_S,2026-02-08,No,3,0,4440
Retail,S001,ST0010_M,2026-02-08,No,1,0,4699
Retail,S001,ST0044_L,2026-02-08,No,2,0,7294
Retail,S001,ST0030_L,2026-02-08,No,4,0,11820
Retail,S001,ST0048_M,2026-02-08,No,1,0,2257
Retail,S001,ST0050_XL,2026-02-08,No,1,0,1848
Retail,S001,ST0012_XL,2026-02-08,No,4,0,13476
Retail,S001,ST0002_L,2026-02-08,No,3,0,11157
Retail,S001,ST0013_L,2026-02-08,No,2,0,2912
Retail,S001,ST0037_L,2026-02-08,No,3,0,4473
Retail,S001,ST0035_XL,2026-02-08,No,4,0,17416
Retail,S001,ST0031_M,2026-02-08,No,3,0,13893
Retail,S001,ST0020_L,2026-02-08,No,4,0,6276
Retail,S002,ST0036_S,2026-02-08,No,4,0,11964
Retail,S002,ST0030_L,2026-02-08,No,4,0,11820
Retail,S002,ST0049_M,2026-02-08,No,2,0,7502
Retail,S002,ST0024_S,2026-02-08,No,2,0,2960
Retail,S002,ST0050_L,2026-02-08,No,4,0,6060
Retail,S002,ST0005_XL,2026-02-08,No,1,0,1123
Retail,S002,ST0037_M,2026-02-08,No,3,0,4128
Retail,S002,ST0032_S,2026-02-08,No,3,0,13041
Retail,S002,ST0007_S,2026-02-08,No,2,0,7216
Retail,S002,ST0028_L,2026-02-08,No,1,0,1909
Retail,S002,ST0047_L,2026-02-08,No,2,0,5530
Retail,S002,ST0013_L,2026-02-08,No,4,0,5824
Retail,S002,ST0041_XL,2026-02-08,No,2,0,4328
Retail,S002,ST0008_S,2026-02-08,No,4,0,8728
Retail,S002,ST0013_S,2026-02-08,No,2,0,7468
Retail,S002,ST0007_L,2026-02-08,No,3,0,7668
Retail,S002,ST0045_L,2026-02-08,No,3,0,9732
Retail,S003,ST0033_M,2026-02-08,No,1,0,3274
Retail,S003,ST0001_S,2026-02-08,No,1,0,2294
Retail,S003,ST0041_XL,2026-02-08,No,3,0,6492
Retail,S003,ST0014_L,2026-02-08,No,2,0,3600
Retail,S003,ST0019_XL,2026-02-08,No,3,0,5229
Retail,S003,ST0020_M,2026-02-08,No,2,0,6048
Retail,S003,ST0006_S,2026-02-08,No,3,0,4548
Retail,S003,ST0034_L,2026-02-08,No,1,0,4269
Retail,S003,ST0044_XL,2026-02-08,No,1,0,4749
Retail,S003,ST0031_S,2026-02-08,No,2,0,6900
Retail,S003,ST0019_M,2026-02-08,No,1,0,3620
Retail,S003,ST0043_M,2026-02-08,No,3,0,11529
Retail,S003,ST0044_L,2026-02-08,No,1,0,3647
Retail,S003,ST0029_L,2026-02-08,No,4,0,19364
Retail,S003,ST0012_L,2026-02-08,No,3,0,12831
Retail,S003,ST0049_L,2026-02-08,No,4,0,16920
Retail,S003,ST0002_L,2026-02-08,No,4,0,14876
Retail,S004,ST0050_L,2026-02-08,No,4,0,6060
Retail,S004,ST0020_XL,2026-02-08,No,2,0,7888
Retail,S004,ST0001_L,2026-02-08,No,2,0,6622
Retail,S004,ST0002_L,2026-02-08,No,3,0,11157
Retail,S004,ST0026_M,2026-02-08,No,2,0,4790
Retail,S004,ST0004_S,2026-02-08,No,4,0,9836
Retail,S004,ST0035_S,2026-02-08,No,3,0,11283
Retail,S004,ST0020_M,2026-02-08,No,2,0,6048
Retail,S004,ST0047_L,2026-02-08,No,1,0,2765
Retail,S004,ST0016_L,2026-02-08,No,1,0,3946
Retail,S004,ST0030_L,2026-02-08,No,3,0,8865
Retail,S004,ST0041_S,2026-02-08,No,1,0,1650
Retail,S004,ST0022_L,2026-02-08,No,1,0,1106
Retail,S004,ST0012_XL,2026-02-08,No,2,0,6738
Retail,S005,ST0024_L,2026-02-08,No,2,0,3368
Retail,S005,ST0017_M,2026-02-08,No,3,0,11808
Retail,S005,ST0037_S,2026-02-08,No,1,0,504
Retail,S005,ST0004_M,2026-02-08,No,4,0,11540
Retail,S005,ST0037_M,2026-02-08,No,3,0,4128
Retail,S005,ST0001_XL,2026-02-08,No,4,0,7476
Retail,S005,ST0043_L,2026-02-08,No,1,0,4570
Retail,S005,ST0033_S,2026-02-08,No,2,0,3332
Retail,S005,ST0040_M,2026-02-08,No,3,0,3720
Retail,S005,ST0004_L,2026-02-08,No,2,0,6838
Retail,S005,ST0033_XL,2026-02-08,No,3,0,4059
Retail,S005,ST0042_XL,2026-02-08,No,3,0,3177
Retail,S005,ST0027_M,2026-02-08,No,1,0,3401
Retail,S005,ST0008_M,2026-02-08,No,2,0,5510
Retail,S005,ST0032_S,2026-02-08,No,1,0,4347
Retail,S006,ST0016_M,2026-02-08,No,3,0,4362
Retail,S006,ST0024_S,2026-02-08,No,1,0,1480
Retail,S006,ST0012_XL,2026-02-08,No,1,0,3369
Retail,S006,ST0035_XL,2026-02-08,No,2,0,8708
Retail,S006,ST0036_S,2026-02-08,No,4,0,11964
Retail,S006,ST0014_M,2026-02-08,No,2,0,9986
Retail,S006,ST0019_L,2026-02-08,No,4,0,2064
Retail,S006,ST0038_XL,2026-02-08,No,3,0,6579
Retail,S006,ST0010_M,2026-02-08,No,3,0,14097
Retail,S006,ST0001_XL,2026-02-08,No,2,0,3738
Retail,S006,ST0045_S,2026-02-08,No,2,0,4358
Retail,S006,ST0015_L,2026-02-08,No,1,0,4996
Retail,S006,ST0040_S,2026-02-08,No,2,0,3738
Retail,S006,ST0020_XL,2026-02-08,No,1,0,3944
Retail,S006,ST0043_XL,2026-02-08,No,4,0,7880
Retail,S006,ST0049_M,2026-02-08,No,2,0,7502
Retail,S006,ST0022_S,2026-02-08,No,1,0,801
Retail,S007,ST0047_XL,2026-02-08,No,1,0,2979
Retail,S007,ST0008_L,2026-02-08,No,4,0,6616
Retail,S007,ST0037_L,2026-02-08,No,2,0,2982
Retail,S007,ST0046_L,2026-02-08,No,1,0,3618
Retail,S007,ST0003_S,2026-02-08,No,4,0,8936
Retail,S007,ST0017_M,2026-02-08,No,2,0,7872
Retail,S007,ST0033_M,2026-02-08,No,4,0,13096
Retail,S007,ST0025_L,2026-02-08,No,2,0,5130
Retail,S007,ST0033_XL,2026-02-08,No,2,0,2706
Retail,S007,ST0026_S,2026-02-08,No,4,0,4276
Retail,S007,ST0050_L,2026-02-08,No,2,0,3030
Retail,S007,ST0007_XL,2026-02-08,No,2,0,7340
Retail,S007,ST0011_M,2026-02-08,No,3,0,9171
Retail,S007,ST0044_S,2026-02-08,No,2,0,2160
Retail,S008,ST0002_M,2026-02-08,No,1,0,646
Retail,S008,ST0015_S,2026-02-08,No,4,0,8108
Retail,S008,ST0002_L,2026-02-08,No,1,0,3719
Retail,S008,ST0038_L,2026-02-08,No,2,0,2270
Retail,S008,ST0015_M,2026-02-08,No,1,0,1718
Retail,S008,ST0039_M,2026-02-08,No,2,0,1238
Retail,S008,ST0040_XL,2026-02-08,No,2,0,6676
Retail,S008,ST0045_S,2026-02-08,No,3,0,6537
Retail,S008,ST0029_L,2026-02-08,No,1,0,4841
Retail,S008,ST0017_L,2026-02-08,No,1,0,1062
Retail,S008,ST0003_S,2026-02-08,No,2,0,4468
Retail,S008,ST0013_L,2026-02-08,No,3,0,4368
Retail,S008,ST0050_S,2026-02-08,No,1,0,2131
Retail,S008,ST0008_S,2026-02-08,No,2,0,4364
Retail,S009,ST0006_L,2026-02-08,No,4,0,10196
Retail,S009,ST0029_M,2026-02-08,No,1,0,3675
Retail,S009,ST0048_L,2026-02-08,No,4,0,19808
Retail,S009,ST0021_M,2026-02-08,No,4,0,6240
Retail,S009,ST0019_L,2026-02-08,No,3,0,1548
Retail,S009,ST0001_XL,2026-02-08,No,1,0,1869
